cnpj_basico,razao_social,natureza_juridica,porte,situacao_cadastral,cnae_principal,uf,municipio,phone,email,is_bank,is_public,is_inactive,rfb_source,rfb_fetched_at,extracted_at,extracted_by
17184037,BANCO MERCANTIL DO BRASIL SA,2046,DEMAIS,02,6422100,MG,BELO HORIZONTE,3130575342,,1,0,0,minhareceita,2026-09-03T23:43:23Z,2026-09-03T23:43:23Z,enrich
17186172,ALGAR AVIATION TAXI AEREO S/A,2054,DEMAIS,02,5112901,MG,UBERLANDIA,3425894663,,0,0,0,minhareceita,2026-09-03T23:40:26Z,2026-09-03T23:40:26Z,enrich
17192451,BANCO ITAUCARD S.A.,2054,DEMAIS,02,6431000,SP,SAO PAULO,1130034828,,1,0,0,minhareceita,2026-09-03T23:43:32Z,2026-09-03T23:43:32Z,enrich
17205148,MAID OLEOS E GORDURAS LTDA,2062,DEMAIS,02,3299099,PR,PARANACITY,4498680056,,0,0,0,minhareceita,2026-09-03T23:41:31Z,2026-09-03T23:41:31Z,enrich
17312448,TRACBEL SA,2054,DEMAIS,02,4662100,MG,CONTAGEM,3121041800,,0,0,0,minhareceita,2026-09-03T23:39:53Z,2026-09-03T23:39:53Z,enrich
17417928,VENTISOL DA AMAZONIA INDUSTRIA DE APARELHOS ELETRICOS LTDA,2062,DEMAIS,02,2824101,AM,MANAUS,9230291000,,0,0,0,minhareceita,2026-09-03T23:38:15Z,2026-09-03T23:38:15Z,enrich
17467515,CAFE TRES CORACOES S.A,2054,DEMAIS,02,1081302,MG,SANTA LUZIA,8540065525,,0,0,0,minhareceita,2026-09-03T23:45:17Z,2026-09-03T23:45:17Z,enrich
17469701,ARCELORMITTAL BRASIL S.A.,2054,DEMAIS,02,2423702,MG,BELO HORIZONTE,3132191485,,0,0,0,minhareceita,2026-09-03T23:44:03Z,2026-09-03T23:44:03Z,enrich
17531314,CRISTAL GLASS INDUSTRIA DE VIDROS LTDA,2062,DEMAIS,02,2311700,PR,SAO JOSE DOS PINHAIS,4130208428,,0,0,0,minhareceita,2026-09-03T23:44:56Z,2026-09-03T23:44:56Z,enrich
17799898,POLYBRAS - POLIMEROS BRASILEIROS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,3832700,RN,MOSSORO,8496142641,,0,0,0,minhareceita,2026-09-04T00:06:31Z,2026-09-04T00:06:31Z,enrich
17875154,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,2062,DEMAIS,02,2121101,MG,JUIZ DE FORA,3221014000,,0,0,0,minhareceita,2026-09-03T23:39:49Z,2026-09-03T23:39:49Z,enrich
17958615,BCR - COMERCIO E DISTRIBUICAO DE IMPLANTES CIRURGICOS LTDA.,2062,DEMAIS,02,4645101,RS,PORTO ALEGRE,5133348589,,0,0,0,minhareceita,2026-09-03T23:43:47Z,2026-09-03T23:43:47Z,enrich
17986477,TRR PEGORARO LTDA,2062,DEMAIS,02,4681802,MS,COXIM,6732919200,,0,0,0,minhareceita,2026-09-03T23:42:06Z,2026-09-03T23:42:06Z,enrich
18299911,VALE REAL EMPREENDIMENTO IMOBILIARIO LTDA,2062,DEMAIS,08,6822600,AL,ARAPIRACA,8233261325,,0,0,1,minhareceita,2026-09-03T23:42:16Z,2026-09-03T23:42:16Z,enrich
18304707,INDUSTRIA DE MOVEIS NESHER LTDA,2062,DEMAIS,02,3101200,ES,LINHARES,2730470040,,0,0,0,minhareceita,2026-09-03T23:43:51Z,2026-09-03T23:43:51Z,enrich
18331491,CENTRO AVANCADO DE NEUROLOGIA E NEUROCIRURGIA S/S,2232,DEMAIS,02,8630599,RS,PORTO ALEGRE,5132767818,,0,0,0,minhareceita,2026-09-03T23:37:42Z,2026-09-03T23:37:42Z,enrich
18351514,"PLACE RESINAS TERMOPLASTICAS COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",2062,DEMAIS,02,4684201,SP,SAO BERNARDO DO CAMPO,1149413617,,0,0,0,minhareceita,2026-09-04T00:06:39Z,2026-09-04T00:06:39Z,enrich
18373437,CROPFERT INDUSTRIA DE FERTILIZANTES E AGROQUIMICOS LTDA,2062,DEMAIS,02,2051700,PR,JANDAIA DO SUL,4331622700,,0,0,0,minhareceita,2026-09-03T23:41:17Z,2026-09-03T23:41:17Z,enrich
18459628,BAYER S.A.,2054,DEMAIS,02,2099199,SP,SAO PAULO,1156945166,,0,0,0,minhareceita,2026-09-03T23:45:45Z,2026-09-03T23:45:45Z,enrich
18488755,VALOREM SOLUCOES FINANCEIRAS S.A.,2054,DEMAIS,02,6492100,SC,JOINVILLE,4734612600,,1,0,0,minhareceita,2026-09-03T23:38:00Z,2026-09-03T23:38:00Z,enrich
18548852,TRANSNETO TRANSPORTE LTDA,2062,DEMAIS,02,4930202,PR,MARINGA,4491416545,,0,0,0,minhareceita,2026-09-03T23:41:24Z,2026-09-03T23:41:24Z,enrich
18716311,ALTO DO VALE EMPREENDIMENTO IMOBILIARIO SPE LTDA.,2062,DEMAIS,04,7112000,AL,MACEIO,8232212923,,0,0,1,minhareceita,2026-09-03T23:46:58Z,2026-09-03T23:46:58Z,enrich
18773359,AGROBRASILCHEMICAL INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,2062200,PR,MANDAGUARI,4499327251,,0,0,0,minhareceita,2026-09-03T23:43:24Z,2026-09-03T23:43:24Z,enrich
18871750,INVISTA LOTEADORA E INCORPORADORA LTDA,2062,MICRO EMPRESA,02,4110700,RS,HORIZONTINA,5535241044,,0,0,0,minhareceita,2026-09-03T23:37:28Z,2026-09-03T23:37:28Z,enrich
18933677,CITOL INDUSTRIA DE TRATAMENTO DE OLEO S.A.,2054,DEMAIS,02,1922599,SP,MOGI GUACU,1938064535,,0,0,0,minhareceita,2026-09-04T00:06:24Z,2026-09-04T00:06:24Z,enrich
19108689,AGROSUL INDUSTRIA AGRICOLA LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4623109,SC,GUATAMBU,4999372777,,0,0,0,minhareceita,2026-09-03T23:39:09Z,2026-09-03T23:39:09Z,enrich
19256534,IBIPORA NEGOCIOS IMOBILIARIOS S.A.,2054,DEMAIS,02,6810201,MG,NOVA LIMA,3135869418,,0,0,0,minhareceita,2026-09-03T23:36:54Z,2026-09-03T23:36:54Z,enrich
19321410,AJL - AGRONEGOCIO JOSIDITH LTDA,2062,DEMAIS,02,155505,GO,LEOPOLDO DE BULHOES,6233371133,,0,0,0,minhareceita,2026-09-03T23:46:04Z,2026-09-03T23:46:04Z,enrich
19357388,GOIAS RENDERING S/A,2054,DEMAIS,02,1013902,GO,TRINDADE,6231108309,,0,0,0,minhareceita,2026-09-03T23:39:02Z,2026-09-03T23:39:02Z,enrich
19362088,RDF CONSULTORIA EMPRESARIAL LTDA,2062,DEMAIS,02,7020400,RS,PORTO ALEGRE,5133779787,,0,0,0,minhareceita,2026-09-03T23:40:05Z,2026-09-03T23:40:05Z,enrich
19403406,MAGNUM DISTRIBUIDORA DE PNEUS S/A,2054,DEMAIS,02,4530702,PE,JABOATAO DOS GUARARAPES,8137976245,,0,0,0,minhareceita,2026-09-03T23:40:21Z,2026-09-03T23:40:21Z,enrich
19457137,BRAVI CONSUMIVEIS DE HIGIENE E DESCARTAVEIS LTDA,2062,DEMAIS,02,4649408,PE,RECIFE,8134788545,,0,0,0,minhareceita,2026-09-03T23:45:29Z,2026-09-03T23:45:29Z,enrich
19631376,MEGA PACK PLASTICOS S.A,2054,DEMAIS,02,2221800,AM,MANAUS,9233019001,,0,0,0,minhareceita,2026-09-04T00:06:22Z,2026-09-04T00:06:22Z,enrich
19684286,STONEX COMERCIO E EXPORTACAO DE COMMODITIES LTDA.,2062,DEMAIS,02,4623103,SP,CAMPINAS,1135095404,,0,0,0,minhareceita,2026-09-03T23:38:55Z,2026-09-03T23:38:55Z,enrich
19690445,KOKUSAI DENKI ELECTRIC LINEAR S/A,2054,DEMAIS,02,2631100,MG,SANTA RITA DO SAPUCAI,3534733473,,0,0,0,minhareceita,2026-09-03T23:44:43Z,2026-09-03T23:44:43Z,enrich
19709369,TRANSPORTADORA MARCAN LTDA.,2062,DEMAIS,02,4921302,PE,IGARASSU,8135430330,,0,0,0,minhareceita,2026-09-03T23:37:33Z,2026-09-03T23:37:33Z,enrich
19770372,NEOMAR ARTIGOS INFANTIS EM GERAL LTDA,2062,EMPRESA DE PEQUENO PORTE,02,4649499,PR,ARAPONGAS,4333120489,,0,0,0,minhareceita,2026-09-03T23:39:39Z,2026-09-03T23:39:39Z,enrich
19907274,BACUPARI AGROINDUSTRIA LTDA,2062,DEMAIS,02,6810201,DF,BRASILIA,6196556611,,0,0,0,minhareceita,2026-09-03T23:37:38Z,2026-09-03T23:37:38Z,enrich
19966141,PRO-COLOR QUIMICA SUL LTDA,2062,DEMAIS,02,4684201,SC,JARAGUA DO SUL,4788149733,,0,0,0,minhareceita,2026-09-03T23:42:30Z,2026-09-03T23:42:30Z,enrich
20051181,CONSTRUTORA E PEDREIRA BEIRA RIO LTDA,2062,DEMAIS,02,810099,MG,UBERABA,3433134110,,0,0,0,minhareceita,2026-09-04T00:06:33Z,2026-09-04T00:06:33Z,enrich
20120709,MTM BURGER COMERCIO DE ALIMENTOS LTDA,2062,DEMAIS,02,5611201,GO,GOIANIA,6293348515,,0,0,0,minhareceita,2026-09-03T23:39:07Z,2026-09-03T23:39:07Z,enrich
20203358,ALIRIO COMERCIO DE CONFECCOES LTDA,2062,DEMAIS,02,4642701,SC,ARAQUARI,1120816261,,0,0,0,minhareceita,2026-09-03T23:43:00Z,2026-09-03T23:43:00Z,enrich
20204300,MSN SECURITIZADORA S.A.,2054,DEMAIS,02,6492100,PR,CURITIBA,4197018862,,1,0,0,minhareceita,2026-09-03T23:38:04Z,2026-09-03T23:38:04Z,enrich
20228148,RECUPERAICRED COBRANCA E RECUPERACAO DE CREDITO LTDA,2062,EMPRESA DE PEQUENO PORTE,08,8291100,MG,GOVERNADOR VALADARES,3125236844,,0,0,1,minhareceita,2026-09-03T23:38:13Z,2026-09-03T23:38:13Z,enrich
20247322,ALLIED TECNOLOGIA S.A.,2046,DEMAIS,02,4652400,SP,JUNDIAI,1155039993,,0,0,0,minhareceita,2026-09-03T23:40:49Z,2026-09-03T23:40:49Z,enrich
20286415,DEFESA FLORESTAL LTDA,2062,DEMAIS,02,4319300,MG,VICOSA,,,0,0,0,minhareceita,2026-09-03T23:38:39Z,2026-09-03T23:38:39Z,enrich
20366728,CASA BUGRE GOIAS COMERCIO E REPRESENTACAO LTDA,2062,DEMAIS,02,4623106,GO,ANAPOLIS,6137700199,,0,0,0,minhareceita,2026-09-03T23:38:52Z,2026-09-03T23:38:52Z,enrich
20431395,NORTEAGRI COMERCIO E REPRESENTACOES DE INSUMOS AGROPECUARIOS LTDA,2062,DEMAIS,02,4692300,PA,REDENCAO,9491924705,,0,0,0,minhareceita,2026-09-03T23:39:09Z,2026-09-03T23:39:09Z,enrich
20520367,MADSON ELETROMETALURGICA LTDA,2062,DEMAIS,02,2751100,MG,BELO HORIZONTE,3121255236,,0,0,0,minhareceita,2026-09-03T23:42:45Z,2026-09-03T23:42:45Z,enrich
20611482,VESTTI INDUSTRIA DE ARTIGOS DO VESTUARIO LTDA,2062,DEMAIS,02,1412601,RJ,PETROPOLIS,2422461229,,0,0,0,minhareceita,2026-09-03T23:45:57Z,2026-09-03T23:45:57Z,enrich
20750654,GOIAS DISTRIBUIDORA DE ALIMENTOS LTDA,2062,DEMAIS,02,4691500,GO,APARECIDA DE GOIANIA,6932930496,,0,0,0,minhareceita,2026-09-03T23:43:21Z,2026-09-03T23:43:21Z,enrich
20764809,TCL-TRANSPORTES E COMERCIO LTDA,2062,DEMAIS,02,810099,MG,CONTAGEM,3135055564,,0,0,0,minhareceita,2026-09-04T00:06:41Z,2026-09-04T00:06:41Z,enrich
20791371,INTERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:38:53Z,2026-09-03T23:38:53Z,enrich
20889236,JSS SERVICOS LTDA,2062,MICRO EMPRESA,04,7319002,MG,SENADOR AMARAL,3530251978,,0,0,1,minhareceita,2026-09-03T23:37:40Z,2026-09-03T23:37:40Z,enrich
21018796,DNA SOLUCOES COMERCIO E IMPORTACAO DE PRODUTOS AGRICOLAS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,4683400,PE,PETROLINA,8738647800,,0,0,0,minhareceita,2026-09-03T23:44:49Z,2026-09-03T23:44:49Z,enrich
21044682,RG COPPER INDUSTRIA E COMERCIO DE CONDUTORES ELETRICOS LTDA,2062,DEMAIS,02,2733300,SP,JARDINOPOLIS,1125075535,,0,0,0,minhareceita,2026-09-03T23:39:41Z,2026-09-03T23:39:41Z,enrich
21081976,TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:41:03Z,2026-09-03T23:41:03Z,enrich
21132562,MOJ CONSULTORIA E NEGOCIOS S/A,2054,DEMAIS,02,5911199,RJ,RIO DE JANEIRO,2141065038,,0,0,0,minhareceita,2026-09-03T23:38:46Z,2026-09-03T23:38:46Z,enrich
21203489,SOLUS DO BRASIL LTDA,2062,DEMAIS,02,2051700,PR,APUCARANA,4331622715,,0,0,0,minhareceita,2026-09-03T23:37:24Z,2026-09-03T23:37:24Z,enrich
21233373,TRADESTAR IMPORTACAO E EXPORTACAO LTDA,2062,DEMAIS,02,4693100,SC,GARUVA,4137719936,,0,0,0,minhareceita,2026-09-04T00:06:31Z,2026-09-04T00:06:31Z,enrich
21397569,FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:37:54Z,2026-09-03T23:37:54Z,enrich
21421785,PERFILAGES COMERCIO VAREJISTA E ATACADISTA DE ALUMINIO LTDA,2062,MICRO EMPRESA,02,4744001,SC,LAGES,4932250075,,0,0,0,minhareceita,2026-09-03T23:42:18Z,2026-09-03T23:42:18Z,enrich
21577893,PARADOX JEANS CONFECCOES DE ROUPAS E TECIDOS LTDA,2062,DEMAIS,02,1412601,SP,SAO PAULO,1126936106,,0,0,0,minhareceita,2026-09-03T23:39:58Z,2026-09-03T23:39:58Z,enrich
21759758,FARMAX S.A.,2054,DEMAIS,02,2063100,MG,DIVINOPOLIS,3721019696,,0,0,0,minhareceita,2026-09-03T23:38:41Z,2026-09-03T23:38:41Z,enrich
21877243,ARRUDA & MELO COMERCIO E DISTRIBUICAO DE ALIMENTOS E BEBIDAS LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4639701,PE,RECIFE,8133142120,,0,0,0,minhareceita,2026-09-03T23:39:18Z,2026-09-03T23:39:18Z,enrich
21998451,PRO NOVA DISTRIBUIDORA E COMERCIO DE COSMETICOS LTDA,2062,DEMAIS,02,4646001,SP,JANDIRA,1147728024,,0,0,0,minhareceita,2026-09-03T23:37:33Z,2026-09-03T23:37:33Z,enrich
22261093,EMC TECNOLOGIA LTDA,2062,DEMAIS,02,7733100,MG,BELO HORIZONTE,3121212121,,0,0,0,minhareceita,2026-09-03T23:39:07Z,2026-09-03T23:39:07Z,enrich
22415372,FUNDO DE RECUPERACAO DE ATIVOS FIDC - RESPONSABILIDADE LIMITADA,2224,DEMAIS,02,6470101,SP,SAO PAULO,1135090600,,1,0,0,minhareceita,2026-09-03T23:37:37Z,2026-09-03T23:37:37Z,enrich
22962737,GAZIN ATACADO CENTRO-OESTE LTDA,2062,DEMAIS,02,4649401,GO,IPAMERI,4436638000,,0,0,0,minhareceita,2026-09-03T23:43:41Z,2026-09-03T23:43:41Z,enrich
23141884,RECYCLE BAG INDUSTRIA E SERVICOS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,1359600,MG,MANHUACU,3333391000,,0,0,0,minhareceita,2026-09-03T23:38:44Z,2026-09-03T23:38:44Z,enrich
23191831,"FALCON DISTRIBUICAO, ARMAZENAMENTO E TRANSPORTES S.A.",2054,DEMAIS,02,4646002,GO,GOIANIA,1191775953,,0,0,0,minhareceita,2026-09-03T23:38:12Z,2026-09-03T23:38:12Z,enrich
23360870,ASTRA SECURITIZADORA S.A.,2054,DEMAIS,02,6492100,SP,SAO PAULO,1139957800,,1,0,0,minhareceita,2026-09-03T23:38:14Z,2026-09-03T23:38:14Z,enrich
23552212,ROCHE DIABETES CARE BRASIL LTDA,2062,DEMAIS,02,8211300,SP,SAO PAULO,1137198888,,0,0,0,minhareceita,2026-09-03T23:38:41Z,2026-09-03T23:38:41Z,enrich
23643315,DANONE LTDA,2062,DEMAIS,02,1052000,SP,SAO PAULO,3537297901,,0,0,0,minhareceita,2026-09-03T23:37:15Z,2026-09-03T23:37:15Z,enrich
23774874,STONES PISOS DE BASALTOS & GRANITOS LTDA,2062,MICRO EMPRESA,02,4789005,RS,PARAI,5496053888,,0,0,0,minhareceita,2026-09-03T23:45:52Z,2026-09-03T23:45:52Z,enrich
24058612,UNISOLDAS COMERCIAL LTDA,2062,DEMAIS,02,4789099,MG,BELO HORIZONTE,3134190800,,0,0,0,minhareceita,2026-09-03T23:47:19Z,2026-09-03T23:47:19Z,enrich
24073694,CIL - COMERCIO DE INFORMATICA LTDA,2062,DEMAIS,02,4651602,PE,RECIFE,8121212000,,0,0,0,minhareceita,2026-09-03T23:39:08Z,2026-09-03T23:39:08Z,enrich
24221282,GG ADMINISTRADORA DE BENS S/A,2054,DEMAIS,02,6810202,PR,CURITIBA,4899614240,,0,0,0,minhareceita,2026-09-03T23:42:57Z,2026-09-03T23:42:57Z,enrich
24227491,TCL SEMP INDUSTRIA E COMERCIO DE ELETROELETRONICOS S.A,2054,DEMAIS,02,2640000,AM,MANAUS,9221276333,,0,0,0,minhareceita,2026-09-03T23:41:40Z,2026-09-03T23:41:40Z,enrich
24475141,R2M DO BRASIL INDUSTRIA DE COSMETICOS LTDA,2062,DEMAIS,08,2063100,SC,CHAPECO,5436323211,,0,0,1,minhareceita,2026-09-03T23:43:39Z,2026-09-03T23:43:39Z,enrich
24649441,A X M ADMINISTRACAO E PARTICIPACOES LTDA,2062,DEMAIS,02,6810202,PR,CURITIBA,4132339848,,0,0,0,minhareceita,2026-09-03T23:42:56Z,2026-09-03T23:42:56Z,enrich
24744042,FS TATUI SECURITIZADORA S.A.,2054,DEMAIS,02,6491300,SP,TATUI,1532598100,,1,0,0,minhareceita,2026-09-03T23:42:13Z,2026-09-03T23:42:13Z,enrich
24785274,GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A EM RECUPERACAO JUDICIAL,2054,DEMAIS,02,4639701,SP,SAO PAULO,4195390828,,0,0,0,minhareceita,2026-09-03T23:37:11Z,2026-09-03T23:37:11Z,enrich
24890044,ZAPONI MAGNO E COIMBRA ADVOGADOS,2232,DEMAIS,02,6911701,DF,BRASILIA,6135447354,,0,0,0,minhareceita,2026-09-03T23:45:43Z,2026-09-03T23:45:43Z,enrich
25174218,FAGE LIMPEZA EM PREDIOS E DOMICILIOS LTDA,2062,MICRO EMPRESA,02,7711000,PR,CURITIBA,4198385985,,0,0,0,minhareceita,2026-09-03T23:47:02Z,2026-09-03T23:47:02Z,enrich
25326661,S P DATA SERVICO DE PROCESSAMENTO DE DADOS LIMITADA,2062,DEMAIS,02,6203100,MG,CONTAGEM,3133992500,,0,0,0,minhareceita,2026-09-03T23:47:21Z,2026-09-03T23:47:21Z,enrich
25331521,ITATIAIA ELETRO E MOVEIS S/A,2054,DEMAIS,02,3102100,MG,UBA,3235391200,,0,0,0,minhareceita,2026-09-03T23:39:56Z,2026-09-03T23:39:56Z,enrich
25387655,COOPERATIVA DE CREDITO CREDIVALE LTDA - SICOOB CREDIVALE,2143,DEMAIS,02,6424703,MG,TEOFILO OTONI,3335294800,,1,0,0,minhareceita,2026-09-03T23:43:38Z,2026-09-03T23:43:38Z,enrich
25760786,MADEMARQUES MOVEIS LTDA,2062,DEMAIS,02,3101200,MG,UBA,3235392300,,0,0,0,minhareceita,2026-09-03T23:45:19Z,2026-09-03T23:45:19Z,enrich
25769266,ARCOM S/A,2054,DEMAIS,02,4693100,MG,UBERLANDIA,3432184000,,0,0,0,minhareceita,2026-09-03T23:47:14Z,2026-09-03T23:47:14Z,enrich
26233064,MICROVET-MICROBIOLOGIA VETERINARIA ESPECIAL LTDA,2062,DEMAIS,02,2122000,MG,VICOSA,3138912551,,0,0,0,minhareceita,2026-09-03T23:41:15Z,2026-09-03T23:41:15Z,enrich
26401815,GREEN PLACE COMERCIO E DISTRIBUICAO LTDA,2062,DEMAIS,02,4683400,SP,SAO PAULO,1123722376,,0,0,0,minhareceita,2026-09-03T23:41:09Z,2026-09-03T23:41:09Z,enrich
26419229,DREYMOOR BRASIL COMERCIO DE FERTILIZANTES LTDA,2062,DEMAIS,02,4683400,PR,CURITIBA,4132096613,,0,0,0,minhareceita,2026-09-03T23:37:03Z,2026-09-03T23:37:03Z,enrich
26489103,INVISTA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,2224,DEMAIS,02,6470101,PR,CURITIBA,4131227300,,1,0,0,minhareceita,2026-09-03T23:40:18Z,2026-09-03T23:40:18Z,enrich
26506898,TREVISO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2224,DEMAIS,02,6470101,SP,SAO PAULO,1128273500,,1,0,0,minhareceita,2026-09-03T23:40:17Z,2026-09-03T23:40:17Z,enrich
26524480,ARVAC INDUSTRIA E COMERCIO DE COMPRESSORES E BOMBAS LTDA,2062,DEMAIS,02,2814301,SP,SAO PAULO,1156838920,,0,0,0,minhareceita,2026-09-03T23:47:00Z,2026-09-03T23:47:00Z,enrich
26910194,A2 COMERCIO ATACADISTA DE ELETRONICOS LTDA,2062,DEMAIS,02,4649402,PB,CAMPINA GRANDE,8738483000,,0,0,0,minhareceita,2026-09-03T23:39:52Z,2026-09-03T23:39:52Z,enrich
27093558,"MILLS LOCACAO, SERVICOS E LOGISTICA S.A.",2046,DEMAIS,02,7739099,SP,SAO PAULO,2139248700,,0,0,0,minhareceita,2026-09-04T00:06:36Z,2026-09-04T00:06:36Z,enrich
27703265,BEM BOM PESCADOS LTDA,2062,DEMAIS,02,4634603,GO,GOIANESIA,6281150283,,0,0,0,minhareceita,2026-09-03T23:39:17Z,2026-09-03T23:39:17Z,enrich
28055164,YF 04 ESPORTES LTDA,2062,DEMAIS,02,7490105,SP,SAO CAETANO DO SUL,1142312022,,0,0,0,minhareceita,2026-09-03T23:46:55Z,2026-09-03T23:46:55Z,enrich
28109395,AGROCERES PIC SUINOS LTDA,2062,DEMAIS,02,154700,SP,RIO CLARO,1935268500,,0,0,0,minhareceita,2026-09-03T23:39:23Z,2026-09-03T23:39:23Z,enrich
28151363,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,2038,DEMAIS,02,3600601,ES,VITORIA,2721275005,,0,0,0,minhareceita,2026-09-03T23:42:02Z,2026-09-03T23:42:02Z,enrich
28152650,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,2046,DEMAIS,02,3514000,ES,VITORIA,1121855199,,0,0,0,minhareceita,2026-09-03T23:39:43Z,2026-09-03T23:39:43Z,enrich
28168597,MAVICEL ADMINISTRADORA DE BENS PROPRIOS LTDA,2062,DEMAIS,02,6810202,SC,CONCORDIA,4934421116,,0,0,0,minhareceita,2026-09-03T23:46:09Z,2026-09-03T23:46:09Z,enrich
28195667,BANCO ABC BRASIL S.A.,2046,DEMAIS,02,6422100,SP,SAO PAULO,1131702000,,1,0,0,minhareceita,2026-09-03T23:36:58Z,2026-09-03T23:36:58Z,enrich
28485746,DOCELAR MOVEIS LTDA,2062,DEMAIS,02,3101200,ES,LINHARES,2733726868,,0,0,0,minhareceita,2026-09-03T23:41:45Z,2026-09-03T23:41:45Z,enrich
28517628,BANCO PACCAR S.A.,2054,DEMAIS,02,6431000,PR,PONTA GROSSA,4231229218,,1,0,0,minhareceita,2026-09-03T23:42:53Z,2026-09-03T23:42:53Z,enrich
28622744,AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA,2062,DEMAIS,02,1066000,SP,RIO CLARO,1935268500,,0,0,0,minhareceita,2026-09-03T23:39:00Z,2026-09-03T23:39:00Z,enrich
28809368,GJM INDUSTRIA DE COUROS LTDA,2062,DEMAIS,02,1510600,BA,ALAGOINHAS,7532212769,,0,0,0,minhareceita,2026-09-03T23:42:18Z,2026-09-03T23:42:18Z,enrich
28929686,PELOZATO HENRIQUE SOCIEDADE INDIVIDUAL DE ADVOCACIA,2240,DEMAIS,02,6911701,SP,BARUERI,1121984677,,0,0,0,minhareceita,2026-09-03T23:43:45Z,2026-09-03T23:43:45Z,enrich
29067113,POLIMIX CONCRETO LTDA,2062,DEMAIS,02,8211300,SP,SANTANA DE PARNAIBA,1141680300,,0,0,0,minhareceita,2026-09-03T23:41:34Z,2026-09-03T23:41:34Z,enrich
29309127,AMIL ASSISTENCIA MEDICA INTERNACIONAL S.A.,2054,DEMAIS,02,6550200,SP,SAO PAULO,2138051000,,1,0,0,minhareceita,2026-09-03T23:37:38Z,2026-09-03T23:37:38Z,enrich
29341643,SPC BRASIL S.A.,2054,DEMAIS,02,6319400,SP,BARUERI,1135496800,,0,0,0,minhareceita,2026-09-03T23:36:57Z,2026-09-03T23:36:57Z,enrich
29588019,COMARY INDUSTRIA DE BEBIDAS LTDA,2062,DEMAIS,02,1112700,RJ,TERESOPOLIS,2121524014,,0,0,0,minhareceita,2026-09-03T23:41:43Z,2026-09-03T23:41:43Z,enrich
29652131,AGRO INDUSTRIA NUTRIHORTO LTDA,2062,DEMAIS,02,3839499,SP,MONTE MOR,1931991270,,0,0,0,minhareceita,2026-09-03T23:38:24Z,2026-09-03T23:38:24Z,enrich
29736901,PETROSTAR COMBUSTIVEIS LTDA,2062,DEMAIS,02,4681802,PE,CABO DE SANTO AGOSTINHO,8191974902,,0,0,0,minhareceita,2026-09-03T23:46:36Z,2026-09-03T23:46:36Z,enrich
29958527,TOP50 LOCADORA DE EQUIPAMENTOS LTDA,2062,DEMAIS,02,7732201,SP,GUARULHOS,1131165050,,0,0,0,minhareceita,2026-09-03T23:41:17Z,2026-09-03T23:41:17Z,enrich
30080657,RSG GESTAO DE ATIVOS LTDA,2062,DEMAIS,02,7740300,SC,ITAJAI,4732486000,,0,0,0,minhareceita,2026-09-03T23:39:59Z,2026-09-03T23:39:59Z,enrich
30177427,DXS GESTAO E CONSULTORIA EMPRESARIAL LTDA,2062,DEMAIS,02,6204000,SP,SAO PAULO,1141148566,,0,0,0,minhareceita,2026-09-03T23:44:07Z,2026-09-03T23:44:07Z,enrich
30222814,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,2062,DEMAIS,02,2121101,GO,ANAPOLIS,6239026100,,0,0,0,minhareceita,2026-09-03T23:43:29Z,2026-09-03T23:43:29Z,enrich
30278428,L'OREAL BRASIL COMERCIAL DE COSMETICOS LTDA,2062,DEMAIS,02,4646001,RJ,RIO DE JANEIRO,2145059616,,0,0,0,minhareceita,2026-09-03T23:37:28Z,2026-09-03T23:37:28Z,enrich
30351359,FOR PARTICIPACOES SOCIAIS LTDA,2062,DEMAIS,02,6462000,RS,ERECHIM,5421071000,,1,0,0,minhareceita,2026-09-03T23:37:47Z,2026-09-03T23:37:47Z,enrich
