case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
0822279-56.2026.8.15.2001,DIAGSON DIAGNOSTICO EM ULTRA SONOGRAFIA MED FETAL LTDA – EPP – LRF Líderes em Recuperação Judicial e Falência,00149703000186,doc:088be522 score=3,0.9,DIAGSON DIAGNOSTICO EM ULTRA SONOGRAFIA MED FETAL LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,830130,PB,JOAO PESSOA,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-18,2026-09-04T16:58:31Z,GRUPO DIAGSON,pdf-read,GRUPO DIAGSON,00149703000186,"[""DIAGSON DIAGNÓSTICO EM ULTRASSONOGRAFIA E MEDICINA FETAL LTDA. (CNPJ 00.149.703/0001-86)"", ""CLÍNICA RADIOLÓGICA DR. AZUIR LESSA LTDA. (CNPJ 09.136.540/0001-71)"", ""FELESSA HOLDING LTDA. (CNPJ 23.920.125/0001-35)""]","LRF - LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA (Natalia Pimentel Lopes, OAB/PE 30.920)",RJ,0.97,"088be522 p.1: 'EDITAL ... CONVOCAÇÃO DE CREDORES (ART. 52, §1º, DA LEI Nº 11.101/2005) ... RECUPERAÇÃO JUDICIAL DAS SEGUINTES EMPRESAS: (1) DIAGSON DIAGNÓSTICO EM ULTRASSONOGRAFIA E MEDICINA FETAL LTDA., CNPJ sob o nº 00.149.703/0001-86; (2) CLÍNICA RADIOLÓGICA DR. AZUIR LESSA LTDA., CNPJ ... 09.136.540/0001-71; E (3) FELESSA HOLDING LTDA., CNPJ ... 23.920.125/0001-35, – ""GRUPO DIAGSON""'",2026-09-04T16:58:30Z
0824037-95.2022.8.15.0001,INDÚSTRIA DE PRODUTOS METALÚRGICOS,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-15,2026-09-04T16:58:31Z,INDÚSTRIA DE PRODUTOS METALÚRGICOS DO NORDESTE LTDA (“METALLOUÇA”) – EM RECUPERAÇÃO JUDICIAL,pdf-read,INDÚSTRIA DE PRODUTOS METALÚRGICOS DO NORDESTE LTDA (“METALLOUÇA”) – EM RECUPERAÇÃO JUDICIAL,,[],"LRF LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA EMPRESARIAL LTDA, representada por Natália Pimentel Lopes – OAB/PE 30.920",RJ,0.97,"p.1: 'EDITAL DE INTIMAÇÃO (ARTIGO 7º, § 2º, Lei 11.101/2005 - LRF) Nº DO PROCESSO: 0824037-95.2022.8.15.0001 RECUPERANDA: INDÚSTRIA DE PRODUTOS METALÚRGICOS DO NORDESTE LTDA (“METALLOUÇA”) – EM RECUPERAÇÃO JUDICIAL (“RECUPERANDA”) – 2ª LISTA DE CREDORES ... ADMINISTRADORA JUDICIAL: LRF LÍDERES'",2026-09-04T16:58:30Z
0824184-31.2016.8.20.5001,e Falência,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,,,,,,,,,,
0827308-77.1997.8.26.0100,Eataly Brasil Comércio e Distribuição de Alimentos Ltda,15504701000135,doc:96558901 score=5,0.8518518518518519,JKFM BRASIL COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,02,ATIVA,DEMAIS,95016870,SP,SAO PAULO,Restaurantes e similares,minhareceita,C,"29y since filing, no plan document",UNKNOWN,,1997,,2026-09-04T16:58:31Z,JKFM BRASIL COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,rfb,,,,,,,,
0829315-43.2023.8.15.0001,TREZE FUTEBOL CLUBE,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-06,2026-09-04T16:58:31Z,TREZE FUTEBOL CLUBE,pdf-read,TREZE FUTEBOL CLUBE,,[],"LRF – LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA EMPRESARIAL LTDA (CNPJ 16.611.762/0001-64), representada por Natália Pimentel Lopes – OAB/PE 30.920",RJ,0.97,"[47e92e4d p.1] EDITAL DE INTIMAÇÃO (ARTIGO 7º, § 2º, Lei 11.101/2005 - LRF) Nº DO PROCESSO: 0829315-43.2023.8.15.0001 ... REQUERENTE: TREZE FUTEBOL CLUBE, EM RECUPERAÇÃO JUDICIAL (“RECUPERANDA”) – 2ª LISTA DE CREDORES. ... ADMINISTRADORA JUDICIAL: LRF LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA",2026-09-04T16:58:30Z
0829810-08.2022.8.12.0001,PELA RECUPERANDA. EXTRAÍDO DOS AUTOS DA AÇÃO DE RECUPERAÇÃO JUDICIA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,,,,,,,,,,
0832522-59.1991.8.26.0100,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,C,"35y since filing, no plan document",UNKNOWN,,1991,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
0832598-25.2022.8.15.2001,para as devidas anotações no Registro Público da Empresa,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-22,2026-09-04T16:58:31Z,para as devidas anotações no Registro Público da Empresa,hint,,,,,,,,
0834048-17.1998.8.26.0100,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,C,"28y since filing, no plan document",UNKNOWN,,1998,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
0837278-92.2018.8.15.2001,ATACADAO DOS ELETRODOMESTICOS DO NORDESTE LTDA – LRF Líderes em Recuperação Judicial e Falência,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,ATACADAO DOS ELETRODOMESTICOS DO NORDESTE LTDA,hint,,,,,,,,
0840917-59.2016.8.12.0001,Comafer Materiais para Construções Ltda - Real Brasil Consultoria,37543725000217,doc:02fe32bc score=3,0.8181818181818181,COMAFER MATERIAIS PARA CONSTRUCOES LTDA,08,BAIXADA,DEMAIS,1000000,MS,CAMPO GRANDE,Comércio atacadista de materiais de construção em geral,minhareceita,D,debtor not ATIVA at RFB (08),UNKNOWN,,2016,,2026-09-04T16:58:31Z,COMAFER MATERIAIS PARA CONSTRUCOES LTDA,rfb,,,,,,,,
0841183-02.2023.8.12.0001,RINATTA LATICÍNIO LTDA,73562852000146,doc:48b1e937 score=5,0.8235294117647058,RINATTA LATICINIO LTDA FALIDO,02,ATIVA,EMPRESA DE PEQUENO PORTE,120000,MS,CAMAPUA,Fabricação de laticínios,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-24,2026-09-04T16:58:31Z,RINATTA LATICINIO LTDA FALIDO,rfb,,,,,,,,
0841357-55.2016.8.12.0001,e Falência,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,Pozzomat,hint,,,,,,,,
0841699-85.2024.8.12.0001,Santa Festa Conveniência - Santos Monteiro Comércio e Serviço - Santa Organização de Eventos - Real Brasil Consultoria,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-25,2026-09-04T16:58:31Z,Santa Festa Conveniência,hint,,,,,,,,
0843102-61.2020.8.15.2001,FIBRA CONSTRUTORA E INCORPORADORA LTDA – LRF Líderes em Recuperação Judicial e Falência,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-06-11,2026-09-04T16:58:31Z,FIBRA CONSTRUTORA E INCORPORADORA LTDA,hint,,,,,,,,
0862380-60.2022.8.20.5001,EMPRESA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-22,2026-09-04T16:58:31Z,GRUPO MADETEX,hint,,,,,,,,
0862875-63.2018.8.15.2001,"e sua posterior aprovação,mesmo em caso de discordância",,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,FIBRA CONSTRUTORA E INCORPORADORA LTDA,hint,,,,,,,,
0871065-72.2024.8.12.0001,interessa,58363841000143,doc:fe8c5f1b score=2,0.22857142857142862,CARLOS LUZ DE ALMEIDA LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-02,2026-09-04T16:58:31Z,,,,,,,,,,
0873061-47.2023.8.19.0001,REAL DISTRIBUIDORA ÚNICA RIO COMÉRCIO DE REFRIGERAÇÃO LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,REAL DISTRIBUIDORA ÚNICA RIO COMÉRCIO DE REFRIGERAÇÃO LTDA.,pdf-read,REAL DISTRIBUIDORA ÚNICA RIO COMÉRCIO DE REFRIGERAÇÃO LTDA.,,[],"Inova Administração Judicial (Wagner Madruga do Nascimento, administrador judicial)",RJ,0.96,"2329ec5b p.2: 'EDITAL, NA RECUPERAÇÃO JUDICIAL DE REAL DISTRIBUIDORA ÚNICA RIO COMÉRCIO DE REFRIGERAÇÃO LTDA. - Processo nº 0873061-47.2023.8.19.0001 ... NOS TERMOS DO ARTIGO 7º, § 2º, DA LEI Nº 11.101/2005 ... o Administrador Judicial, Inova Administração Judicial, apresenta a segunda relação de credores'",2026-09-04T16:58:30Z
0873220-82.2023.8.12.0001,Rinatta Laticínio LTDA - Real Brasil Consultoria,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,Rinatta Laticínio LTDA,hint,,,,,,,,
0928454-54.2023.8.19.0001,Grupo Concal – Processo nº 0928454-54.2023.8.19.0001 – e-mail: admjudconcal@inova-aj.com.br – INOVA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-17,2026-09-04T16:58:31Z,Grupo Concal,hint,,,,,,,,
0949160-58.2023.8.19.0001,Grupo Officilab – Processo nº 0949160-58.2023.8.19.0001 – e-mail: admjudofficilab@inova-aj.com.br – INOVA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-13,2026-09-04T16:58:31Z,Grupo Officilab,hint,,,,,,,,
1000012-65.2024.8.26.0354,Recuperações Judiciais – Brasil Trustee,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-05-30,2026-09-04T16:58:31Z,Brasil Trustee,hint,,,,,,,,
1000021-46.2023.8.26.0359,CLÁUDIA CONFECÇÕES UNIFORMES PROFISSIONAIS LTDA,04379344000104,doc:c70268a3 score=3,0.7466666666666667,CLAUDIA CONFECCOES UNIFORMES PROFISSIONAIS LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,10000,SP,PIRAPOZINHO,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-06-26,2026-09-04T16:58:31Z,CLAUDIA CONFECCOES UNIFORMES PROFISSIONAIS LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
1000117-72.2020.8.26.0260,promovida por TRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-31,2026-09-04T16:58:31Z,TRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA.,pdf-read,TRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA.,,[],"M. KERRY SOCIEDADE INDIVIDUAL DE ADVOCACIA (Steven Marklew Kerry, OAB/SP 246.372)",RJ,0.97,p.1 (6dc8e47b): 'Processo nº 1000117-72.2020.8.26.0260 M. KERRY SOCIEDADE INDIVIDUAL DE ADVOCACIA ... Administradora Judicial nomeada nos autos da RECUPERAÇÃO JUDICIAL promovida por TRANSLOCOMOTIVA TRANSPORTES RODOVIÁRIOS E DISTRIBUIÇÃO DE CARGAS LTDA.'; p.3: 'RECUPERAÇÃO JUDICIAL de TRANSLOCOMOTIVA ... - Processo nº 1000117-72.2020.8.26.0260',2026-09-04T16:58:30Z
1000119-75.2025.8.26.0354,ATIVOS ADMINISTRAÇÃO JUDICIA,09357504000138,reader,0.47407407407407404,FLAVOUR MIX INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-01,2026-09-04T16:58:31Z,FLAVOUR MIX IND. E REP. ALIM. E INGR. QUÍMICOS LTDA.,pdf-read,FLAVOUR MIX IND. E REP. ALIM. E INGR. QUÍMICOS LTDA.,09357504000138,[],"ATIVOS ADMINISTRAÇÃO JUDICIAL (E CONSULTORIA EMPRESARIAL EIRELI), representada por Lívia Gavioli Machado",RJ,0.95,"db456c58 p.1: ""PROCESSO Nº 1000119-75.2025.8.26.0354 / Recuperação Judicial / ATIVOS ADMINISTRAÇÃO JUDICIAL ... Administradora Judicial, nos autos da RECUPERAÇÃO JUDICIAL de FLAVOUR MIX IND. E REP. ALIM. E INGR. QUÍMICOS LTDA. ... apresentar a relação de credores referente ao art. 7º, §2º""; cbe77849 p.3: ""FLAVOUR MIX INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA., CNPJ 09.357.504/0001-38""",2026-09-04T16:58:30Z
1000130-26.2023.8.26.0144,"CITRO SUDESTE INDÚSTRIA, COMÉRCIO E REPRESENTAÇÃO LTDA",26111228000142,doc:40e99aaa score=3,0.746268656716418,"CITRO SUDESTE INDUSTRIA, COMERCIO E REPRESENTACAO LTDA - EM RECUPERACAO JUDICIAL",02,ATIVA,DEMAIS,3650000,SP,CONCHAL,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-05-20,2026-09-04T16:58:31Z,"CITRO SUDESTE INDUSTRIA, COMERCIO E REPRESENTACAO LTDA - EM RECUPERACAO JUDICIAL",rfb,,,,,,,,
1000146-58.2024.8.26.0430,e Falência,43287794000129,doc:645c0da7 score=3,0.27450980392156865,JAIME JORGE LEMES CERQUEIRA LTDA - FALIDO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
1000166-31.2025.8.26.0554,Ativos,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-08-03,2026-09-04T16:58:31Z,ATIVOS ADMINISTRAÇÃO JUDICIA,hint,,,,,,,,
1000197-12.2025.8.26.0373,ATIVOS ADMINISTRAÇÃO JUDICIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-05-27,2026-09-04T16:58:31Z,ATIVOS ADMINISTRAÇÃO JUDICIA,hint,,,,,,,,
1000201-93.2017.8.11.0002,Grupo Radar - Radar Soluções Empresariais Ltda - Real Brasil Consultoria,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Grupo Radar,hint,,,,,,,,
1000203-38.2023.8.26.0260,Base | AJ RUIZ - Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,TDA COMERCIO E DISTRIBUIÇÃO DE PAPEL LTDA (grupo),hint,,,,,,,,
1000278-43.2024.8.26.0260,ATIVOS ADMINISTRAÇÃO JUDICIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-24,2026-09-04T16:58:31Z,ATIVOS ADMINISTRAÇÃO JUDICIA,hint,,,,,,,,
1000280-56.2023.8.26.0548,WORLDWIDE SEGURAÇA LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,WORLDWIDE SEGURAÇA LTDA,hint,,,,,,,,
1000386-43.2022.8.26.0260,FERRAMENTARIA GASPEC LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-30,2026-09-04T16:58:31Z,FERRAMENTARIA GASPEC LTDA,hint,,,,,,,,
1000400-31.2025.8.26.0354,ATIVOS ADMINISTRAÇÃO JUDICIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-02,2026-09-04T16:58:31Z,ATIVOS ADMINISTRAÇÃO JUDICIA,hint,,,,,,,,
1000506-49.2019.8.26.0565,empresa,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,Concurso de Credores de PIRES DO RIO CIBRAÇO COMÉRCIO E INDÚSTRIA DE FERRO E AÇO LTDA,hint,,,,,,,,
1000831-12.2024.8.26.0286,Massa Falida de Blue Sol Energia Solar Ltda. e outros – VTL,11167539000156,doc:492eb783 score=3,0.8979591836734694,BLUE SOL ENERGIA SOLAR LTDA,04,INAPTA,DEMAIS,21261996,SP,SAO PAULO,Instalação e manutenção elétrica,minhareceita,D,debtor not ATIVA at RFB (04),UNKNOWN,,2024,,2026-09-04T16:58:31Z,BLUE SOL ENERGIA SOLAR LTDA,rfb,,,,,,,,
1001087-02.2022.8.26.0390,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-05-21,2026-09-04T16:58:31Z,"PAULO CÉSAR SOMILIO (produtor rural, pessoa física)",hint,,,,,,,,
1001174-80.2024.8.26.0359,ATIVOS ADMINISTRAÇÃO JUDICIA,14469612000132,reader,0.7857142857142857,RIVER MUSIC INSTRUMENTOS MUSICAIS LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,MICRO EMPRESA,280000,SP,SAO JOSE DO RIO PRETO,Comércio varejista especializado de instrumentos musicais e acessórios,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-06-30,2026-09-04T16:58:31Z,GRUPO RIVER MUSIC,pdf-read,GRUPO RIVER MUSIC,14469612000132,"[""RIVER MUSIC INSTRUMENTOS MUSICAIS EIRELI (also printed as LTDA) – CNPJ 14.469.612/0001-32"", ""PRO-RIVER SERVIÇOS DE AUDIO LTDA – CNPJ 02.230.188/0001-90"", ""ROSEWOOD MUSIC COMÉRCIO EIRELI (also printed as LTDA) – CNPJ 12.538.056/0001-83""]","ATIVOS ADMINISTRAÇÃO JUDICIAL E CONSULTORIA EMPRESARIAL (EIRELI), representada por Lívia Gavioli Machado – OAB/SP 387.809",RJ,0.97,"e11fd718 p.1: 'PROCESSO Nº 1001174-80.2024.8.26.0359 Recuperação Judicial ATIVOS ADMINISTRAÇÃO JUDICIAL ... nomeada como Administradora Judicial, nos autos da RECUPERAÇÃO JUDICIAL de GRUPO RIVER MUSIC ... apresentar a relação de credores referente ao art. 7º, §2º'; 6735393f p.2: 'RECUPERAÇÃO JUDICIAL DE RIVER MUSIC INSTRUMENTOS MUSICAIS EIRELI, CNPJ nº 14.469.612/0001-32, PRO-RIVER SERVIÇOS DE AUD",2026-09-04T16:58:30Z
1001190-70.2020.8.26.0069,- Concurso de Credores - Ademir Aparecido Ribeiro Doceria - Me,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-01-16,2026-09-04T16:58:31Z,Concurso de Credores,hint,,,,,,,,
1001363-82.2017.8.26.0301,Empresa,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,AÇOCIC,hint,,,,,,,,
1001781-65.2025.8.26.0260,FVB Locadora de Veículos e Serviços Ltda,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-05-29,2026-09-04T16:58:31Z,FVB Locadora de Veículos e Serviços Ltda,hint,,,,,,,,
1001790-97.2017.8.26.0101,Recuperações Judiciais – Brasil Trustee,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Brasil Trustee,hint,,,,,,,,
1001917-20.2026.8.13.0024,GBA COMERCIA,04175027000176,doc:375eb907 score=5,0.8,GBA COMERCIAL S.A.,02,ATIVA,DEMAIS,30130146,MG,BELO HORIZONTE,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",minhareceita,B,"live case, no plan document yet",UNKNOWN,,2026,,2026-09-04T16:58:31Z,GBA COMERCIAL S.A.,rfb,,,,,,,,
1002360-47.2024.8.26.0260,Ativos,59154237000170,doc:aa028432 score=3,0.14814814814814808,BRAGANFER INDUSTRIA E COMERCIO DE FERRO E ACO LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,,,,,,,,,,
1003322-70.2024.8.26.0260,JOAQUIM JOSÉ XAVIER ISA,47827332000108,reader,0.7692307692307692,AGRO SAFRA INDUSTRIA E COMERCIO DE ADUBOS LTDA,02,ATIVA,DEMAIS,,SP,OSASCO,"Fabricação de adubos e fertilizantes, exceto organo-minerais",minhareceita,A,plan/homologation document found,CONFIRMED,ACTIVE,2024,2026-07-27,2026-09-04T16:58:31Z,GRUPO AGRO SAFRA,pdf-read,GRUPO AGRO SAFRA,47827332000108,"[""AGRO SAFRA INDÚSTRIA E COMÉRCIO DE ADUBOS LTDA (CNPJ 47.827.332/0001-08)"", ""JOAQUIM JOSÉ XAVIER ISAAC (produtor rural, CNPJ 07.972.667/0001-03)"", ""MARCELO JOSÉ ROSSI ISAAC (produtor rural, CNPJ 34.045.787/0001-20)""]",,RJ,0.9,PRJ p.1: 'PLANO DE RECUPERAÇÃO JUDICIAL – GRUPO AGRO SAFRA / AGRO SAFRA INDÚSTRIA E COMÉRCIO DE ADUBOS LTDA - em Recuperação Judicial / JOAQUIM JOSÉ XAVIER ISAAC / MARCELO JOSEROSSI ISAAC (Processo nº 1003322-70.2024.8.26.0260)'; list p.1: 'AGRO SAFRA INDÚSTRIA E COMÉRCIO DE ADUBOS LTDA - 47.827.332/0001-08 CLASSE I - TRABALHISTA CREDOR CPF/CNPJ 2º EDITAL',2026-09-04T16:58:30Z
1003919-39.2024.8.26.0260,MFC INDUSTRIA E COMÉRCIO LTDA - Vivante Gestão e Administração Judicial,09333768000585,doc:08701b53 score=5,0.7209302325581396,MFC INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,8315200,SP,SAO PAULO,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",minhareceita,A,plan/homologation document found,CONFIRMED,ACTIVE,2024,2026-06-01,2026-09-04T16:58:31Z,MFC INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
1004204-09.2020.8.26.0604,EMBRAC EMPRESA,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-08-04,2026-09-04T16:58:31Z,EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA.,pdf-read,EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA.,,[],Brasil Trustee Administração Judicial,RJ,0.95,"p.1: 'EDITAL EXPEDIDO NOS TERMOS DO ART. 7º, §2º, DA LEI 11.101/05, NOS AUTOS DA RECUPERAÇÃO JUDICIAL DE EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA., COM PRAZO DE 10 (DEZ) DIAS PARA IMPUGNAÇÕES/HABILITAÇÕES DE CRÉDITOS ... PROCESSO Nº 1004204-09.2020.8.26.0604 ... Administradora Judicial Brasil Trustee Administração Judicial'",2026-09-04T16:58:30Z
1004824-39.2019.8.26.0286,BRASSUCO INDÚSTRIA DE PRODUTOS ALIMENTÍCIOS LTDA,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,BRASSUCO INDÚSTRIA DE PRODUTOS ALIMENTÍCIOS LTDA,hint,,,,,,,,
1005079-94.2024.8.26.0100,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
1005755-09.2025.8.26.0132,Distribuidora de Frutas Rumo Novo Ltda. EPP e outros – VTL,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-22,2026-09-04T16:58:31Z,Distribuidora de Frutas Rumo Novo Ltda. EPP e outros,hint,,,,,,,,
1006507-24.2018.8.26.0100,BS TECNOLOGIA E SERVIÇOS LTDA,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,BS TECNOLOGIA E SERVIÇOS LTDA,hint,,,,,,,,
1006896-09.2026.8.11.0015,GRUPO ZANATTA | Administração Judicial - Credibilità,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-06,2026-09-04T16:58:31Z,GRUPO ZANATTA,hint,,,,,,,,
1007952-96.2026.8.11.0041,E FALÊNCIA,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2026,2026-08-07,2026-09-04T16:58:31Z,,,,,,,,,,
